movies,categories,run_time,screen_time,n_movies
6040,21,"[78, 98]","[26, 26]","[13, 13]"
4600,27,"[131, 149]","[25, 25]","[11, 11]"
7480,7,"[25, 40]","[26, 26]","[9, 9]"
4600,33,"[36, 57]","[24, 25]","[12, 14]"
6130,3,"[161, 187]","[26, 26]","[14, 14]"
6040,35,"[81, 96]","[27, 27]","[16, 16]"
9820,48,"[97, 242]","[24, 26]","[12, 15]"
5050,10,"[142, 168]","[26, 26]","[17, 17]"
1630,48,"[64, 81]","[24, 24]","[14, 14]"
7570,25,"[89, 106]","[27, 27]","[14, 14]"
6220,12,"[78, 184]","[24, 25]","[12, 13]"
3700,4,"[53, 67]","[27, 27]","[11, 11]"
5230,37,"[66, 79]","[27, 27]","[13, 13]"
2350,16,"[59, 68]","[25, 25]","[14, 14]"
9820,45,"[99, 114]","[26, 26]","[12, 12]"
5230,23,"[30, 82]","[25, 27]","[12, 16]"
6040,38,"[129, 151]","[24, 24]","[10, 10]"
7570,31,"[103, 125]","[24, 24]","[13, 13]"
1630,45,"[26, 42]","[26, 26]","[13, 13]"
3070,43,"[69, 78]","[25, 25]","[14, 14]"
1450,7,"[36, 46]","[27, 27]","[10, 10]"
7570,19,"[20, 39]","[25, 25]","[12, 12]"
8380,46,"[30, 135]","[25, 25]","[10, 13]"
5050,35,"[75, 87]","[26, 26]","[9, 9]"
4600,16,"[66, 78]","[24, 24]","[12, 12]"
8830,4,"[59, 76]","[26, 26]","[13, 13]"
9010,7,"[75, 174]","[25, 26]","[12, 14]"
2620,48,"[48, 63]","[24, 24]","[10, 10]"
6040,10,"[159, 177]","[26, 26]","[11, 11]"
3790,8,"[86, 95]","[25, 25]","[11, 11]"
1450,47,"[41, 88]","[24, 24]","[12, 13]"
3250,5,"[71, 80]","[26, 26]","[13, 13]"
100,49,"[11, 17]","[25, 25]","[11, 11]"
5050,21,"[111, 122]","[25, 25]","[15, 15]"
1810,15,"[25, 33]","[24, 24]","[11, 11]"
8290,6,"[43, 74]","[24, 25]","[13, 13]"
10,23,"[2, 3]","[14, 14]","[5, 5]"
2800,30,"[51, 60]","[27, 27]","[15, 15]"
6580,28,"[87, 98]","[25, 25]","[11, 11]"
9010,49,"[116, 132]","[24, 25]","[12, 15]"
1630,3,"[41, 48]","[24, 24]","[12, 12]"
2800,24,"[33, 59]","[24, 24]","[10, 10]"
10,37,"[3, 8]","[17, 17]","[5, 5]"
7300,28,"[50, 156]","[26, 26]","[9, 12]"
910,7,"[42, 50]","[23, 23]","[12, 12]"
5590,19,"[48, 58]","[24, 24]","[13, 13]"
5860,11,"[48, 61]","[26, 26]","[13, 13]"
9460,17,"[17, 161]","[25, 26]","[10, 12]"
5590,31,"[164, 181]","[26, 26]","[12, 12]"
1810,29,"[39, 47]","[24, 24]","[11, 11]"
1360,2,"[2, 11]","[5, 5]","[3, 3]"
5860,39,"[63, 81]","[26, 26]","[12, 14]"
6670,2,"[7, 20]","[20, 20]","[8, 8]"
1090,43,"[42, 51]","[25, 25]","[14, 14]"
6580,14,"[51, 65]","[26, 26]","[13, 13]"
2800,18,"[60, 69]","[24, 24]","[16, 16]"
7300,14,"[59, 76]","[25, 25]","[15, 15]"
8740,42,"[35, 49]","[24, 24]","[12, 12]"
460,5,"[14, 30]","[25, 25]","[11, 12]"
5590,25,"[63, 75]","[24, 24]","[9, 9]"
460,12,"[26, 37]","[23, 23]","[12, 12]"
5320,32,"[112, 131]","[25, 25]","[12, 12]"
6040,2,"[4, 17]","[11, 11]","[5, 5]"
5320,26,"[112, 123]","[26, 26]","[16, 16]"
3160,46,"[79, 89]","[25, 25]","[13, 13]"
5140,18,"[57, 75]","[24, 26]","[13, 14]"
1720,40,"[36, 44]","[27, 27]","[12, 12]"
7840,37,"[79, 102]","[26, 26]","[13, 13]"
5140,30,"[80, 95]","[26, 26]","[14, 14]"
8290,43,"[60, 118]","[24, 25]","[12, 15]"
8110,2,"[4, 14]","[15, 15]","[5, 5]"
1540,42,"[51, 60]","[26, 26]","[14, 14]"
5140,24,"[41, 118]","[24, 25]","[14, 15]"
7840,23,"[23, 32]","[25, 25]","[9, 9]"
1000,3,"[18, 24]","[24, 24]","[11, 11]"
1900,10,"[48, 66]","[25, 25]","[10, 10]"
6220,6,"[80, 122]","[24, 26]","[13, 13]"
7210,39,"[78, 93]","[25, 25]","[11, 11]"
4510,40,"[60, 82]","[24, 24]","[13, 13]"
4060,22,"[53, 81]","[24, 26]","[10, 12]"
6490,39,"[121, 137]","[25, 25]","[13, 13]"
4060,36,"[42, 53]","[24, 24]","[10, 10]"
5950,6,"[29, 41]","[27, 27]","[11, 11]"
10000,16,"[34, 49]","[24, 24]","[11, 11]"
1180,46,"[27, 38]","[27, 27]","[14, 14]"
6130,44,"[138, 201]","[27, 27]","[14, 14]"
3880,41,"[37, 98]","[25, 26]","[12, 13]"
6490,11,"[89, 109]","[27, 27]","[12, 12]"
2530,22,"[51, 58]","[25, 25]","[10, 10]"
4420,4,"[63, 79]","[24, 24]","[11, 11]"
8650,47,"[79, 131]","[25, 26]","[10, 14]"
2530,36,"[57, 66]","[25, 25]","[13, 13]"
7210,11,"[11, 26]","[25, 25]","[10, 10]"
9370,6,"[62, 89]","[24, 25]","[11, 11]"
1900,38,"[57, 73]","[27, 27]","[14, 14]"
820,40,"[45, 58]","[22, 22]","[8, 8]"
6130,50,"[59, 76]","[24, 24]","[13, 13]"
7840,4,"[54, 190]","[24, 26]","[12, 14]"
4420,20,"[11, 24]","[26, 26]","[10, 10]"
4150,42,"[98, 116]","[26, 26]","[15, 15]"
9280,31,"[68, 185]","[25, 25]","[12, 13]"
4690,29,"[42, 55]","[25, 25]","[13, 13]"
6850,45,"[84, 99]","[25, 25]","[14, 14]"
9460,6,"[85, 130]","[24, 25]","[12, 12]"
2620,4,"[51, 59]","[25, 25]","[12, 12]"
3250,49,"[71, 79]","[25, 25]","[12, 12]"
4330,4,"[58, 68]","[24, 24]","[15, 15]"
4420,34,"[88, 152]","[24, 27]","[13, 14]"
9280,25,"[84, 97]","[25, 25]","[15, 15]"
2170,20,"[45, 60]","[26, 26]","[14, 14]"
4690,15,"[23, 37]","[27, 27]","[11, 11]"
9910,4,"[69, 85]","[26, 26]","[11, 11]"
4330,40,"[79, 85]","[25, 25]","[14, 14]"
8920,26,"[44, 59]","[25, 25]","[14, 14]"
910,34,"[32, 48]","[25, 27]","[13, 14]"
7750,13,"[34, 51]","[25, 25]","[13, 13]"
8920,32,"[89, 108]","[26, 26]","[8, 8]"
910,20,"[46, 55]","[24, 24]","[11, 11]"
9280,19,"[178, 193]","[24, 24]","[11, 11]"
2170,34,"[44, 55]","[25, 25]","[13, 13]"
2890,33,"[32, 47]","[26, 26]","[14, 14]"
7120,36,"[96, 153]","[26, 26]","[12, 14]"
3520,50,"[90, 101]","[24, 24]","[10, 10]"
9640,21,"[100, 112]","[26, 26]","[14, 14]"
8110,16,"[43, 95]","[24, 26]","[10, 11]"
1360,42,"[18, 35]","[26, 26]","[11, 11]"
3520,44,"[31, 43]","[26, 26]","[13, 13]"
9640,35,"[34, 41]","[25, 25]","[13, 13]"
7120,22,"[36, 131]","[24, 27]","[12, 13]"
6670,15,"[31, 45]","[24, 24]","[13, 13]"
3430,9,"[46, 59]","[26, 26]","[13, 13]"
2890,27,"[33, 46]","[25, 25]","[12, 12]"
7750,2,"[7, 19]","[18, 19]","[7, 7]"
5500,32,"[72, 83]","[25, 25]","[13, 13]"
3160,8,"[82, 100]","[26, 26]","[15, 15]"
1000,40,"[42, 49]","[27, 27]","[15, 15]"
5500,26,"[28, 114]","[25, 26]","[13, 14]"
8560,48,"[89, 103]","[27, 27]","[15, 15]"
7390,17,"[153, 167]","[27, 27]","[15, 15]"
6670,29,"[50, 86]","[25, 28]","[12, 13]"
4240,8,"[20, 36]","[26, 26]","[11, 11]"
8560,3,"[16, 29]","[20, 20]","[10, 10]"
6940,40,"[52, 117]","[24, 26]","[12, 14]"
640,18,"[30, 38]","[26, 26]","[13, 13]"
4780,5,"[15, 30]","[21, 21]","[10, 10]"
6940,1,"[3, 16]","[6, 6]","[3, 3]"
370,5,"[20, 33]","[22, 24]","[10, 10]"
5230,1,"[2, 11]","[6, 6]","[3, 3]"
7930,8,"[144, 166]","[26, 26]","[13, 13]"
4780,38,"[81, 97]","[25, 25]","[16, 16]"
9730,49,"[95, 111]","[26, 26]","[10, 11]"
640,24,"[37, 43]","[23, 23]","[14, 14]"
4780,10,"[95, 113]","[27, 27]","[12, 12]"
8200,40,"[22, 96]","[24, 26]","[11, 13]"
8830,23,"[59, 72]","[26, 26]","[13, 13]"
8830,37,"[63, 77]","[25, 25]","[12, 12]"
3970,13,"[32, 85]","[25, 26]","[10, 13]"
640,30,"[16, 29]","[25, 25]","[10, 10]"
4240,28,"[48, 61]","[26, 26]","[12, 12]"
7030,33,"[22, 35]","[26, 26]","[13, 13]"
2710,14,"[45, 87]","[26, 27]","[11, 13]"
9910,31,"[100, 126]","[25, 25]","[10, 10]"
2980,36,"[81, 91]","[24, 24]","[13, 13]"
1990,13,"[92, 103]","[23, 23]","[10, 10]"
7300,6,"[105, 135]","[24, 26]","[10, 13]"
5770,21,"[91, 104]","[26, 26]","[14, 14]"
5050,5,"[55, 93]","[26, 26]","[14, 14]"
5770,35,"[41, 58]","[27, 27]","[12, 12]"
3430,41,"[42, 57]","[27, 27]","[14, 14]"
5590,8,"[71, 84]","[26, 26]","[13, 13]"
1270,47,"[39, 48]","[24, 24]","[11, 11]"
4870,6,"[84, 107]","[28, 28]","[14, 14]"
2080,8,"[62, 78]","[25, 25]","[10, 13]"
2980,22,"[63, 79]","[25, 25]","[14, 14]"
9910,25,"[63, 82]","[26, 26]","[12, 12]"
6760,10,"[89, 121]","[24, 26]","[12, 13]"
7030,27,"[79, 99]","[26, 26]","[11, 11]"
6400,12,"[36, 51]","[24, 24]","[11, 11]"
2710,28,"[25, 39]","[25, 25]","[11, 11]"
5500,4,"[43, 150]","[24, 24]","[10, 13]"
4240,14,"[50, 67]","[26, 26]","[11, 11]"
6760,38,"[34, 43]","[24, 24]","[9, 9]"
5410,37,"[31, 125]","[25, 27]","[11, 13]"
280,34,"[20, 26]","[23, 23]","[11, 11]"
5410,23,"[16, 31]","[27, 27]","[9, 9]"
280,20,"[18, 24]","[23, 23]","[10, 10]"
9910,19,"[59, 130]","[24, 24]","[11, 12]"
280,21,"[15, 21]","[25, 25]","[11, 11]"
5410,22,"[80, 96]","[24, 24]","[14, 14]"
9910,18,"[11, 28]","[24, 24]","[8, 8]"
6760,39,"[73, 131]","[24, 25]","[12, 13]"
4240,15,"[47, 56]","[24, 24]","[13, 13]"
5500,5,"[43, 52]","[25, 25]","[10, 10]"
2710,29,"[15, 80]","[25, 25]","[10, 12]"
6400,13,"[83, 106]","[24, 24]","[11, 11]"
280,35,"[20, 27]","[23, 23]","[9, 9]"
5410,36,"[79, 92]","[26, 26]","[14, 14]"
4870,7,"[30, 64]","[25, 25]","[10, 13]"
2080,9,"[40, 48]","[25, 25]","[12, 12]"
1270,46,"[45, 59]","[26, 26]","[15, 15]"
5590,9,"[41, 50]","[25, 25]","[12, 12]"
3430,40,"[25, 87]","[24, 26]","[10, 14]"
5770,34,"[83, 96]","[27, 27]","[15, 15]"
5050,4,"[44, 58]","[25, 25]","[13, 13]"
7030,26,"[98, 108]","[24, 24]","[12, 12]"
6760,11,"[55, 77]","[25, 26]","[11, 11]"
9910,24,"[29, 41]","[26, 26]","[14, 14]"
2980,23,"[56, 65]","[26, 26]","[15, 15]"
2710,15,"[49, 58]","[25, 25]","[11, 11]"
2980,37,"[25, 84]","[24, 27]","[9, 12]"
9910,30,"[22, 34]","[26, 26]","[13, 13]"
7030,32,"[49, 64]","[28, 28]","[13, 13]"
4240,29,"[23, 58]","[26, 26]","[11, 13]"
5770,20,"[98, 106]","[24, 24]","[16, 16]"
7300,7,"[120, 131]","[27, 27]","[12, 12]"
1990,12,"[40, 49]","[25, 25]","[15, 15]"
1900,1,"[1, 8]","[3, 5]","[2, 2]"
8830,36,"[115, 129]","[25, 25]","[14, 14]"
3970,12,"[74, 90]","[27, 27]","[14, 14]"
640,31,"[11, 19]","[26, 26]","[10, 10]"
4780,11,"[48, 62]","[26, 27]","[13, 14]"
640,25,"[13, 25]","[27, 27]","[11, 11]"
9730,48,"[114, 128]","[26, 26]","[11, 11]"
8830,22,"[150, 180]","[29, 29]","[12, 12]"
8200,41,"[28, 37]","[29, 29]","[12, 12]"
4780,39,"[44, 54]","[25, 25]","[11, 11]"
7930,9,"[71, 84]","[24, 24]","[12, 12]"
4780,4,"[23, 48]","[24, 25]","[10, 11]"
640,19,"[35, 41]","[24, 24]","[13, 13]"
6940,41,"[210, 244]","[27, 27]","[13, 13]"
8560,2,"[5, 15]","[18, 18]","[7, 7]"
4240,9,"[56, 84]","[24, 26]","[12, 13]"
370,4,"[20, 28]","[25, 25]","[11, 11]"
5500,27,"[43, 57]","[24, 24]","[11, 11]"
6670,28,"[79, 88]","[25, 25]","[14, 14]"
7390,16,"[26, 144]","[26, 26]","[13, 14]"
8560,49,"[21, 36]","[27, 27]","[11, 11]"
1000,41,"[54, 62]","[23, 23]","[14, 14]"
3160,9,"[43, 55]","[27, 27]","[11, 11]"
5500,33,"[157, 180]","[25, 25]","[13, 13]"
7750,3,"[26, 36]","[23, 23]","[11, 11]"
9640,34,"[51, 62]","[24, 24]","[11, 11]"
4150,1,"[1, 7]","[4, 6]","[2, 2]"
3520,45,"[69, 78]","[27, 27]","[15, 15]"
1360,43,"[36, 44]","[25, 25]","[15, 15]"
2890,26,"[71, 81]","[28, 28]","[11, 11]"
3430,8,"[35, 89]","[24, 25]","[15, 16]"
6670,14,"[32, 45]","[25, 25]","[11, 11]"
7120,23,"[63, 76]","[26, 26]","[12, 12]"
7120,37,"[27, 38]","[25, 25]","[14, 14]"
2890,32,"[64, 91]","[25, 26]","[9, 13]"
2440,1,"[2, 9]","[10, 10]","[4, 4]"
8110,17,"[56, 64]","[26, 26]","[12, 12]"
9640,20,"[62, 84]","[24, 25]","[13, 14]"
910,21,"[15, 23]","[25, 25]","[11, 11]"
8920,33,"[61, 71]","[26, 26]","[11, 11]"
2170,35,"[11, 23]","[24, 24]","[11, 11]"
9280,18,"[47, 95]","[25, 25]","[13, 14]"
9910,5,"[53, 61]","[24, 24]","[10, 10]"
4690,14,"[17, 27]","[25, 25]","[12, 12]"
2170,21,"[81, 90]","[26, 26]","[14, 14]"
7750,12,"[34, 56]","[24, 27]","[12, 13]"
910,35,"[35, 45]","[24, 24]","[16, 16]"
8920,27,"[173, 189]","[25, 25]","[12, 12]"
4330,41,"[42, 145]","[24, 25]","[9, 12]"
3250,48,"[86, 100]","[24, 24]","[11, 11]"
9280,24,"[47, 64]","[28, 28]","[12, 12]"
4420,35,"[44, 55]","[24, 24]","[12, 12]"
4330,5,"[61, 72]","[25, 27]","[12, 16]"
6850,50,"[38, 47]","[25, 25]","[13, 13]"
9460,7,"[25, 36]","[25, 25]","[13, 13]"
6850,44,"[122, 160]","[25, 26]","[12, 13]"
4690,28,"[46, 58]","[27, 27]","[12, 12]"
9280,30,"[27, 38]","[24, 24]","[9, 9]"
5680,1,"[2, 8]","[3, 3]","[2, 2]"
4150,43,"[31, 84]","[24, 24]","[11, 12]"
4420,21,"[34, 42]","[25, 25]","[11, 11]"
7840,5,"[99, 110]","[27, 27]","[14, 14]"
2620,5,"[32, 55]","[24, 25]","[12, 14]"
9370,7,"[137, 157]","[25, 25]","[13, 13]"
7210,10,"[31, 42]","[27, 27]","[13, 13]"
2530,37,"[15, 26]","[26, 26]","[13, 13]"
8650,46,"[78, 111]","[24, 25]","[12, 14]"
820,41,"[26, 37]","[26, 26]","[15, 15]"
1900,39,"[14, 22]","[27, 27]","[12, 12]"
3880,40,"[22, 32]","[25, 25]","[11, 11]"
6130,45,"[45, 93]","[26, 26]","[10, 15]"
1180,47,"[24, 40]","[25, 25]","[12, 12]"
2530,23,"[25, 36]","[25, 25]","[12, 12]"
4420,5,"[39, 49]","[25, 25]","[11, 11]"
6490,10,"[35, 61]","[26, 26]","[10, 12]"
4060,37,"[86, 131]","[26, 26]","[14, 14]"
6490,38,"[50, 62]","[26, 26]","[10, 10]"
10000,17,"[19, 93]","[24, 25]","[11, 14]"
5950,7,"[105, 121]","[27, 27]","[16, 16]"
6220,7,"[49, 58]","[27, 27]","[12, 12]"
1900,11,"[35, 50]","[26, 26]","[13, 13]"
4060,23,"[28, 65]","[24, 25]","[10, 11]"
7210,38,"[103, 115]","[24, 24]","[12, 12]"
4510,41,"[73, 84]","[25, 25]","[14, 14]"
1540,43,"[59, 68]","[25, 25]","[13, 13]"
2350,1,"[0, 5]","[1, 2]","[1, 1]"
1000,2,"[2, 13]","[11, 11]","[5, 5]"
7840,22,"[30, 42]","[25, 25]","[11, 11]"
5140,25,"[79, 109]","[26, 26]","[15, 15]"
8290,42,"[42, 219]","[25, 25]","[10, 14]"
5140,31,"[46, 58]","[24, 24]","[10, 10]"
7840,36,"[27, 40]","[24, 24]","[10, 10]"
8110,3,"[69, 92]","[24, 26]","[13, 14]"
5320,27,"[58, 72]","[26, 26]","[13, 13]"
1720,41,"[45, 72]","[25, 25]","[13, 13]"
5140,19,"[78, 113]","[27, 27]","[13, 13]"
3160,47,"[40, 69]","[24, 25]","[12, 13]"
6040,3,"[8, 19]","[18, 18]","[7, 7]"
5320,33,"[54, 67]","[27, 27]","[12, 12]"
460,13,"[26, 37]","[22, 22]","[10, 10]"
8740,43,"[39, 87]","[24, 24]","[12, 16]"
7300,15,"[38, 51]","[28, 28]","[14, 14]"
2800,19,"[88, 105]","[26, 26]","[12, 12]"
5590,24,"[64, 70]","[27, 27]","[14, 14]"
460,4,"[18, 25]","[25, 25]","[13, 13]"
1090,42,"[57, 74]","[25, 25]","[11, 11]"
6670,3,"[81, 92]","[27, 27]","[13, 13]"
5860,38,"[62, 71]","[24, 24]","[12, 12]"
1360,3,"[5, 14]","[12, 14]","[6, 6]"
1810,28,"[72, 91]","[25, 25]","[13, 13]"
5590,30,"[61, 73]","[27, 27]","[15, 15]"
9460,16,"[74, 80]","[25, 25]","[13, 13]"
6580,15,"[54, 66]","[26, 27]","[11, 12]"
7300,29,"[60, 72]","[25, 25]","[13, 13]"
2800,25,"[103, 129]","[27, 27]","[14, 14]"
10,36,"[2, 7]","[13, 13]","[4, 4]"
1630,2,"[4, 16]","[14, 19]","[8, 8]"
9010,48,"[101, 117]","[27, 27]","[13, 13]"
5860,10,"[13, 23]","[26, 26]","[11, 11]"
5590,18,"[48, 86]","[24, 26]","[13, 14]"
910,6,"[32, 38]","[28, 28]","[15, 15]"
1810,14,"[37, 45]","[24, 24]","[11, 11]"
6580,29,"[65, 86]","[26, 26]","[12, 12]"
10,22,"[2, 3]","[14, 14]","[6, 6]"
2800,31,"[76, 101]","[25, 28]","[11, 15]"
8290,7,"[79, 97]","[26, 26]","[13, 13]"
3250,4,"[34, 43]","[25, 25]","[11, 11]"
1450,46,"[46, 54]","[27, 27]","[13, 13]"
3790,9,"[65, 138]","[24, 26]","[14, 16]"
5050,20,"[82, 92]","[26, 26]","[13, 13]"
100,48,"[11, 16]","[24, 24]","[12, 12]"
5050,34,"[92, 102]","[26, 26]","[13, 13]"
8380,47,"[110, 163]","[25, 26]","[12, 15]"
7570,18,"[49, 68]","[26, 26]","[13, 13]"
6040,11,"[24, 39]","[28, 28]","[10, 10]"
2620,49,"[27, 82]","[25, 25]","[11, 11]"
9010,6,"[26, 74]","[27, 27]","[12, 12]"
8830,5,"[110, 121]","[26, 26]","[15, 15]"
4600,17,"[14, 30]","[24, 24]","[9, 9]"
6040,39,"[67, 172]","[24, 25]","[13, 14]"
5230,22,"[58, 71]","[24, 24]","[13, 13]"
9820,44,"[70, 158]","[26, 26]","[11, 15]"
1450,6,"[40, 52]","[26, 26]","[14, 14]"
3070,42,"[60, 75]","[24, 24]","[11, 11]"
1630,44,"[83, 94]","[26, 26]","[12, 12]"
7570,30,"[158, 176]","[24, 24]","[12, 12]"
3700,5,"[67, 87]","[25, 25]","[12, 12]"
1630,50,"[22, 33]","[25, 25]","[12, 12]"
6220,13,"[117, 139]","[26, 26]","[14, 14]"
7570,24,"[124, 150]","[26, 26]","[12, 12]"
2350,17,"[85, 101]","[25, 25]","[13, 13]"
5230,36,"[113, 132]","[24, 24]","[10, 10]"
9820,50,"[56, 158]","[24, 25]","[11, 13]"
7570,32,"[98, 117]","[27, 27]","[13, 13]"
1630,46,"[51, 62]","[25, 25]","[11, 11]"
3070,40,"[111, 125]","[27, 27]","[15, 15]"
1450,4,"[27, 55]","[24, 25]","[11, 11]"
9820,46,"[91, 106]","[27, 27]","[12, 12]"
5230,20,"[21, 37]","[24, 24]","[12, 12]"
5230,34,"[73, 86]","[24, 24]","[12, 12]"
2350,15,"[51, 73]","[25, 27]","[15, 16]"
7480,9,"[19, 27]","[24, 24]","[13, 13]"
4600,29,"[145, 160]","[25, 25]","[14, 14]"
7570,26,"[122, 139]","[24, 24]","[11, 11]"
6220,11,"[11, 27]","[27, 27]","[10, 10]"
3700,7,"[63, 76]","[28, 28]","[14, 14]"
2440,49,"[21, 28]","[24, 24]","[12, 12]"
6220,39,"[62, 74]","[27, 27]","[13, 13]"
5050,22,"[52, 66]","[25, 25]","[9, 9]"
1450,44,"[55, 64]","[26, 26]","[12, 12]"
3250,6,"[70, 79]","[24, 24]","[14, 14]"
4600,15,"[57, 67]","[24, 24]","[14, 14]"
8830,7,"[98, 119]","[24, 25]","[11, 13]"
9010,4,"[49, 70]","[23, 23]","[9, 9]"
6040,13,"[15, 27]","[27, 27]","[9, 9]"
1450,50,"[36, 68]","[24, 26]","[13, 14]"
2350,29,"[51, 68]","[26, 26]","[11, 11]"
8380,45,"[44, 56]","[24, 24]","[13, 13]"
5050,36,"[37, 54]","[24, 24]","[13, 13]"
910,4,"[14, 17]","[19, 19]","[11, 11]"
5860,12,"[71, 89]","[25, 25]","[11, 11]"
7930,48,"[104, 122]","[26, 26]","[14, 14]"
10,34,"[3, 12]","[15, 15]","[6, 6]"
2800,27,"[21, 117]","[24, 27]","[11, 13]"
8290,5,"[122, 140]","[25, 25]","[14, 14]"
2800,33,"[61, 73]","[24, 24]","[12, 12]"
10,20,"[3, 3]","[13, 13]","[4, 4]"
9460,28,"[83, 112]","[26, 27]","[11, 12]"
1810,16,"[38, 46]","[24, 24]","[12, 12]"
460,6,"[23, 37]","[24, 24]","[11, 11]"
8200,9,"[55, 69]","[24, 24]","[11, 11]"
5590,26,"[41, 101]","[24, 24]","[12, 13]"
7300,17,"[135, 150]","[25, 25]","[15, 15]"
8740,41,"[176, 194]","[27, 27]","[16, 16]"
9370,48,"[33, 126]","[24, 27]","[9, 12]"
6580,17,"[124, 146]","[26, 26]","[13, 13]"
9460,14,"[50, 196]","[25, 26]","[13, 14]"
5590,32,"[29, 43]","[26, 26]","[13, 13]"
1360,1,"[1, 11]","[9, 9]","[4, 4]"
1090,40,"[29, 40]","[25, 25]","[15, 15]"
6670,1,"[2, 12]","[8, 9]","[3, 3]"
3160,45,"[123, 135]","[25, 25]","[15, 15]"
1720,43,"[46, 59]","[25, 25]","[14, 14]"
5320,25,"[61, 77]","[26, 26]","[12, 12]"
7030,8,"[33, 118]","[24, 24]","[12, 13]"
5320,31,"[57, 75]","[25, 25]","[11, 11]"
460,11,"[26, 36]","[23, 23]","[13, 13]"
6040,1,"[1, 15]","[5, 5]","[2, 2]"
5140,27,"[47, 61]","[25, 26]","[10, 12]"
7840,20,"[82, 95]","[25, 25]","[12, 12]"
2350,3,"[14, 25]","[19, 19]","[9, 9]"
1540,41,"[29, 60]","[24, 27]","[11, 13]"
460,39,"[21, 31]","[24, 24]","[10, 10]"
5320,19,"[131, 145]","[26, 26]","[16, 16]"
8110,1,"[2, 16]","[9, 9]","[4, 4]"
7840,34,"[50, 85]","[25, 27]","[13, 14]"
8020,49,"[19, 34]","[26, 26]","[13, 13]"
5140,33,"[30, 44]","[25, 25]","[12, 12]"
8290,40,"[121, 225]","[25, 26]","[12, 13]"
5950,5,"[103, 116]","[26, 26]","[14, 14]"
10000,15,"[120, 157]","[26, 26]","[11, 11]"
3610,48,"[41, 104]","[25, 26]","[14, 14]"
2980,8,"[38, 52]","[28, 28]","[10, 10]"
4060,35,"[44, 55]","[24, 24]","[9, 9]"
4510,43,"[56, 71]","[25, 25]","[12, 12]"
4060,21,"[45, 68]","[24, 25]","[12, 15]"
1900,13,"[44, 56]","[24, 24]","[15, 15]"
6220,5,"[80, 95]","[27, 27]","[12, 12]"
820,43,"[28, 36]","[24, 24]","[14, 14]"
10000,29,"[68, 111]","[25, 26]","[14, 15]"
8650,44,"[136, 146]","[28, 28]","[12, 12]"
2530,35,"[86, 134]","[24, 24]","[15, 15]"
7210,12,"[96, 130]","[24, 26]","[14, 14]"
9370,5,"[61, 86]","[25, 25]","[12, 12]"
6490,12,"[159, 170]","[27, 27]","[14, 14]"
8650,50,"[34, 132]","[25, 25]","[11, 11]"
4420,7,"[41, 53]","[24, 24]","[10, 10]"
2530,21,"[23, 35]","[25, 25]","[11, 11]"
1180,45,"[26, 37]","[27, 27]","[11, 11]"
6130,47,"[43, 115]","[24, 25]","[11, 11]"
3880,42,"[57, 70]","[27, 27]","[14, 14]"
4330,7,"[74, 105]","[24, 24]","[12, 12]"
4420,37,"[64, 79]","[25, 25]","[14, 14]"
9280,26,"[45, 92]","[24, 28]","[10, 12]"
10,9,"[3, 10]","[23, 23]","[8, 8]"
7750,38,"[118, 141]","[25, 25]","[13, 13]"
2620,7,"[50, 65]","[28, 28]","[17, 17]"
8920,19,"[54, 223]","[26, 26]","[9, 13]"
7840,7,"[95, 117]","[25, 25]","[17, 17]"
4420,23,"[94, 106]","[25, 25]","[11, 11]"
4150,41,"[37, 70]","[24, 27]","[13, 14]"
9280,32,"[35, 49]","[26, 26]","[12, 12]"
5680,3,"[89, 106]","[25, 25]","[11, 11]"
6850,46,"[49, 180]","[25, 25]","[10, 14]"
9460,5,"[76, 93]","[25, 25]","[14, 14]"
2170,37,"[24, 38]","[24, 24]","[11, 11]"
190,49,"[15, 23]","[23, 23]","[11, 11]"
8920,31,"[35, 49]","[24, 25]","[11, 13]"
910,23,"[35, 41]","[26, 26]","[13, 13]"
4330,43,"[44, 55]","[25, 25]","[12, 12]"
8920,25,"[41, 55]","[24, 24]","[12, 12]"
910,37,"[24, 53]","[24, 26]","[11, 12]"
7750,10,"[63, 74]","[25, 25]","[11, 11]"
2170,23,"[49, 58]","[28, 28]","[12, 12]"
4690,16,"[51, 69]","[24, 24]","[14, 14]"
9910,7,"[22, 90]","[25, 26]","[12, 13]"
7120,21,"[49, 64]","[24, 24]","[13, 13]"
6670,16,"[37, 49]","[25, 25]","[13, 13]"
2890,24,"[89, 106]","[24, 24]","[12, 12]"
7390,28,"[78, 92]","[24, 24]","[13, 13]"
1360,41,"[40, 50]","[26, 26]","[13, 13]"
5500,19,"[44, 60]","[24, 24]","[15, 15]"
3520,47,"[28, 145]","[24, 25]","[11, 12]"
4150,3,"[48, 61]","[25, 25]","[12, 12]"
9640,36,"[77, 91]","[25, 25]","[13, 13]"
9640,22,"[14, 100]","[25, 27]","[10, 11]"
8110,15,"[59, 71]","[25, 25]","[13, 13]"
2440,3,"[52, 62]","[27, 27]","[12, 12]"
2890,30,"[68, 83]","[24, 24]","[12, 12]"
7120,35,"[79, 118]","[25, 27]","[12, 14]"
2890,18,"[47, 60]","[25, 25]","[12, 12]"
7390,14,"[23, 37]","[27, 27]","[12, 12]"
7480,48,"[49, 195]","[26, 26]","[11, 12]"
5500,25,"[122, 135]","[25, 25]","[14, 14]"
