movies,categories,run_time,screen_time,n_movies
6580,28,"[113, 113]","[24, 24]","[24, 24]"
9010,49,"[161, 161]","[24, 24]","[24, 24]"
1630,3,"[14, 14]","[13, 13]","[13, 13]"
2800,24,"[54, 54]","[24, 24]","[24, 24]"
10,37,"[5, 5]","[15, 15]","[5, 5]"
7300,28,"[124, 124]","[24, 24]","[24, 24]"
910,7,"[26, 26]","[24, 24]","[22, 22]"
5590,19,"[73, 73]","[24, 24]","[24, 24]"
5860,11,"[77, 77]","[24, 24]","[24, 24]"
9460,17,"[123, 123]","[24, 24]","[24, 24]"
5590,31,"[93, 93]","[24, 24]","[24, 24]"
1810,29,"[43, 43]","[25, 25]","[24, 24]"
1360,2,"[1, 1]","[3, 3]","[3, 3]"
5860,39,"[111, 111]","[24, 24]","[24, 24]"
6670,2,"[16, 16]","[8, 8]","[8, 8]"
1090,43,"[21, 21]","[24, 24]","[21, 21]"
6580,14,"[87, 87]","[24, 24]","[24, 24]"
2800,18,"[51, 51]","[24, 24]","[24, 24]"
7300,14,"[99, 99]","[24, 24]","[24, 24]"
8740,42,"[155, 155]","[24, 24]","[24, 24]"
460,5,"[7, 7]","[28, 28]","[17, 17]"
5590,25,"[84, 84]","[24, 24]","[24, 24]"
460,12,"[19, 19]","[24, 24]","[20, 20]"
5320,32,"[97, 97]","[24, 24]","[24, 24]"
6040,2,"[12, 12]","[5, 5]","[5, 5]"
5320,26,"[85, 85]","[24, 24]","[24, 24]"
3160,46,"[57, 57]","[24, 24]","[24, 24]"
5140,18,"[81, 81]","[24, 24]","[24, 24]"
1720,40,"[31, 31]","[24, 24]","[23, 23]"
7840,37,"[139, 139]","[24, 24]","[24, 24]"
5140,30,"[90, 90]","[24, 24]","[24, 24]"
8290,43,"[157, 157]","[24, 24]","[24, 24]"
8110,2,"[11, 11]","[5, 5]","[5, 5]"
1540,42,"[30, 30]","[24, 24]","[24, 24]"
5140,24,"[85, 85]","[24, 24]","[24, 24]"
7840,23,"[121, 121]","[24, 24]","[24, 24]"
1000,3,"[11, 11]","[13, 13]","[11, 11]"
1900,10,"[24, 24]","[24, 24]","[24, 24]"
6220,6,"[70, 70]","[24, 24]","[24, 24]"
7210,39,"[121, 121]","[24, 24]","[24, 24]"
4510,40,"[94, 94]","[24, 24]","[24, 24]"
4060,22,"[68, 68]","[24, 24]","[24, 24]"
6490,39,"[121, 121]","[24, 24]","[24, 24]"
4060,36,"[80, 80]","[24, 24]","[24, 24]"
5950,6,"[66, 66]","[24, 24]","[24, 24]"
10000,16,"[133, 133]","[24, 24]","[24, 24]"
1180,46,"[36, 36]","[24, 24]","[23, 23]"
6130,44,"[109, 109]","[24, 24]","[24, 24]"
3880,41,"[73, 73]","[24, 24]","[24, 24]"
6490,11,"[82, 82]","[24, 24]","[24, 24]"
2530,22,"[50, 50]","[24, 24]","[24, 24]"
4420,4,"[24, 24]","[13, 13]","[13, 13]"
8650,47,"[154, 154]","[24, 24]","[24, 24]"
2530,36,"[54, 54]","[24, 24]","[24, 24]"
7210,11,"[80, 80]","[24, 24]","[24, 24]"
9370,6,"[93, 93]","[24, 24]","[24, 24]"
1900,38,"[34, 34]","[24, 24]","[24, 24]"
820,40,"[18, 18]","[24, 24]","[22, 22]"
6130,50,"[112, 112]","[24, 24]","[24, 24]"
7840,4,"[38, 38]","[14, 14]","[14, 14]"
4420,20,"[70, 70]","[24, 24]","[24, 24]"
4150,42,"[73, 73]","[24, 24]","[24, 24]"
9280,31,"[151, 151]","[24, 24]","[24, 24]"
4690,29,"[82, 82]","[24, 24]","[24, 24]"
6850,45,"[121, 121]","[24, 24]","[24, 24]"
9460,6,"[99, 99]","[24, 24]","[24, 24]"
2620,4,"[20, 20]","[20, 20]","[19, 19]"
3250,49,"[67, 67]","[24, 24]","[24, 24]"
4330,4,"[36, 36]","[19, 19]","[19, 19]"
4420,34,"[78, 78]","[24, 24]","[24, 24]"
9280,25,"[127, 127]","[24, 24]","[24, 24]"
2170,20,"[47, 47]","[24, 24]","[24, 24]"
4690,15,"[66, 66]","[24, 24]","[24, 24]"
9910,4,"[72, 72]","[19, 19]","[19, 19]"
4330,40,"[87, 87]","[24, 24]","[24, 24]"
8920,26,"[140, 140]","[24, 24]","[24, 24]"
910,34,"[18, 18]","[24, 24]","[22, 22]"
7750,13,"[100, 100]","[24, 24]","[24, 24]"
8920,32,"[148, 148]","[24, 24]","[24, 24]"
910,20,"[23, 23]","[24, 24]","[20, 20]"
9280,19,"[129, 129]","[24, 24]","[24, 24]"
2170,34,"[49, 49]","[24, 24]","[24, 24]"
2890,33,"[50, 50]","[24, 24]","[24, 24]"
7120,36,"[119, 119]","[24, 24]","[24, 24]"
3520,50,"[62, 62]","[24, 24]","[24, 24]"
9640,21,"[145, 145]","[24, 24]","[24, 24]"
8110,16,"[111, 111]","[24, 24]","[24, 24]"
1360,42,"[38, 38]","[24, 24]","[23, 23]"
3520,44,"[74, 74]","[24, 24]","[24, 24]"
9640,35,"[170, 170]","[24, 24]","[24, 24]"
7120,22,"[107, 107]","[24, 24]","[24, 24]"
6670,15,"[92, 92]","[24, 24]","[24, 24]"
3430,9,"[48, 48]","[24, 24]","[24, 24]"
2890,27,"[56, 56]","[24, 24]","[24, 24]"
7750,2,"[10, 10]","[7, 7]","[7, 7]"
5500,32,"[94, 94]","[24, 24]","[24, 24]"
3160,8,"[35, 35]","[24, 24]","[24, 24]"
1000,40,"[29, 29]","[24, 24]","[23, 23]"
5500,26,"[90, 90]","[24, 24]","[24, 24]"
8560,48,"[148, 148]","[24, 24]","[24, 24]"
7390,17,"[99, 99]","[24, 24]","[24, 24]"
6670,29,"[114, 114]","[24, 24]","[24, 24]"
4240,8,"[58, 58]","[24, 24]","[24, 24]"
8560,3,"[30, 30]","[10, 10]","[10, 10]"
6940,40,"[124, 124]","[24, 24]","[24, 24]"
640,18,"[12, 12]","[24, 24]","[21, 21]"
4780,5,"[23, 23]","[10, 10]","[10, 10]"
6940,1,"[7, 7]","[3, 3]","[3, 3]"
370,5,"[16, 16]","[25, 25]","[17, 17]"
5230,1,"[7, 7]","[3, 3]","[3, 3]"
7930,8,"[92, 92]","[24, 24]","[24, 24]"
4780,38,"[90, 90]","[24, 24]","[24, 24]"
9730,49,"[160, 160]","[24, 24]","[24, 24]"
640,24,"[12, 12]","[24, 24]","[22, 22]"
4780,10,"[66, 66]","[24, 24]","[24, 24]"
8200,40,"[139, 139]","[24, 24]","[24, 24]"
8830,23,"[129, 129]","[24, 24]","[24, 24]"
8830,37,"[149, 149]","[24, 24]","[24, 24]"
3970,13,"[62, 62]","[24, 24]","[24, 24]"
640,30,"[26, 26]","[25, 25]","[22, 22]"
4240,28,"[89, 89]","[24, 24]","[24, 24]"
7030,33,"[119, 119]","[24, 24]","[24, 24]"
2710,14,"[35, 35]","[24, 24]","[24, 24]"
9910,31,"[159, 159]","[24, 24]","[24, 24]"
2980,36,"[50, 50]","[24, 24]","[24, 24]"
1990,13,"[27, 27]","[24, 24]","[23, 23]"
7300,6,"[78, 78]","[24, 24]","[24, 24]"
5770,21,"[90, 90]","[24, 24]","[24, 24]"
5050,5,"[52, 52]","[22, 22]","[22, 22]"
5770,35,"[109, 109]","[24, 24]","[24, 24]"
3430,41,"[76, 76]","[24, 24]","[24, 24]"
5590,8,"[64, 64]","[25, 25]","[24, 24]"
1270,47,"[26, 26]","[24, 24]","[24, 24]"
4870,6,"[58, 58]","[24, 24]","[24, 24]"
2080,8,"[25, 25]","[24, 24]","[24, 24]"
2980,22,"[58, 58]","[24, 24]","[24, 24]"
9910,25,"[149, 149]","[24, 24]","[24, 24]"
6760,10,"[83, 83]","[24, 24]","[24, 24]"
7030,27,"[110, 110]","[24, 24]","[24, 24]"
6400,12,"[86, 86]","[24, 24]","[24, 24]"
2710,28,"[57, 57]","[24, 24]","[24, 24]"
5500,4,"[31, 31]","[13, 13]","[13, 13]"
4240,14,"[51, 51]","[24, 24]","[24, 24]"
6760,38,"[116, 116]","[24, 24]","[24, 24]"
5410,37,"[97, 97]","[24, 24]","[24, 24]"
280,34,"[10, 10]","[23, 23]","[19, 19]"
5410,23,"[89, 89]","[24, 24]","[24, 24]"
280,20,"[17, 17]","[24, 24]","[19, 19]"
9910,19,"[143, 143]","[24, 24]","[24, 24]"
280,21,"[15, 15]","[23, 23]","[17, 17]"
5410,22,"[87, 87]","[24, 24]","[24, 24]"
9910,18,"[138, 138]","[24, 24]","[24, 24]"
6760,39,"[120, 120]","[24, 24]","[24, 24]"
4240,15,"[54, 54]","[24, 24]","[24, 24]"
5500,5,"[52, 52]","[22, 22]","[22, 22]"
2710,29,"[53, 53]","[24, 24]","[24, 24]"
6400,13,"[89, 89]","[24, 24]","[24, 24]"
280,35,"[8, 8]","[23, 23]","[15, 15]"
5410,36,"[93, 93]","[24, 24]","[24, 24]"
4870,7,"[46, 46]","[24, 24]","[24, 24]"
2080,9,"[35, 35]","[24, 24]","[24, 24]"
1270,46,"[29, 29]","[24, 24]","[22, 22]"
5590,9,"[72, 72]","[24, 24]","[24, 24]"
3430,40,"[68, 68]","[24, 24]","[24, 24]"
5770,34,"[95, 95]","[24, 24]","[24, 24]"
5050,4,"[29, 29]","[13, 13]","[13, 13]"
7030,26,"[102, 102]","[24, 24]","[24, 24]"
6760,11,"[88, 88]","[24, 24]","[24, 24]"
9910,24,"[143, 143]","[24, 24]","[24, 24]"
2980,23,"[56, 56]","[24, 24]","[24, 24]"
2710,15,"[44, 44]","[24, 24]","[24, 24]"
2980,37,"[54, 54]","[24, 24]","[24, 24]"
9910,30,"[148, 148]","[24, 24]","[24, 24]"
7030,32,"[120, 120]","[24, 24]","[24, 24]"
4240,29,"[73, 73]","[24, 24]","[24, 24]"
5770,20,"[90, 90]","[24, 24]","[24, 24]"
7300,7,"[80, 80]","[24, 24]","[24, 24]"
1990,12,"[38, 38]","[24, 24]","[24, 24]"
1900,1,"[0, 0]","[2, 2]","[2, 2]"
8830,36,"[150, 150]","[24, 24]","[24, 24]"
3970,12,"[56, 56]","[24, 24]","[24, 24]"
640,31,"[25, 25]","[25, 25]","[21, 21]"
4780,11,"[63, 63]","[24, 24]","[24, 24]"
640,25,"[20, 20]","[25, 25]","[20, 20]"
9730,48,"[168, 168]","[24, 24]","[24, 24]"
8830,22,"[119, 119]","[24, 24]","[24, 24]"
8200,41,"[143, 143]","[24, 24]","[24, 24]"
4780,39,"[92, 92]","[24, 24]","[24, 24]"
7930,9,"[95, 95]","[24, 24]","[24, 24]"
4780,4,"[29, 29]","[14, 14]","[14, 14]"
640,19,"[12, 12]","[24, 24]","[20, 20]"
6940,41,"[117, 117]","[24, 24]","[24, 24]"
8560,2,"[13, 13]","[7, 7]","[7, 7]"
4240,9,"[49, 49]","[24, 24]","[24, 24]"
370,4,"[6, 6]","[23, 23]","[16, 16]"
5500,27,"[93, 93]","[24, 24]","[24, 24]"
6670,28,"[107, 107]","[24, 24]","[24, 24]"
7390,16,"[100, 100]","[24, 24]","[24, 24]"
8560,49,"[150, 150]","[24, 24]","[24, 24]"
1000,41,"[21, 21]","[24, 24]","[24, 24]"
3160,9,"[48, 48]","[24, 24]","[24, 24]"
5500,33,"[98, 98]","[24, 24]","[24, 24]"
7750,3,"[29, 29]","[11, 11]","[11, 11]"
9640,34,"[154, 154]","[24, 24]","[24, 24]"
4150,1,"[1, 1]","[2, 2]","[2, 2]"
3520,45,"[76, 76]","[24, 24]","[24, 24]"
1360,43,"[35, 35]","[24, 24]","[24, 24]"
2890,26,"[58, 58]","[24, 24]","[24, 24]"
3430,8,"[38, 38]","[24, 24]","[24, 24]"
6670,14,"[88, 88]","[24, 24]","[24, 24]"
7120,23,"[111, 111]","[24, 24]","[24, 24]"
7120,37,"[120, 120]","[24, 24]","[24, 24]"
2890,32,"[61, 61]","[24, 24]","[24, 24]"
2440,1,"[8, 8]","[4, 4]","[4, 4]"
8110,17,"[98, 98]","[24, 24]","[24, 24]"
9640,20,"[142, 142]","[24, 24]","[24, 24]"
910,21,"[27, 27]","[24, 24]","[21, 21]"
8920,33,"[144, 144]","[24, 24]","[24, 24]"
2170,35,"[49, 49]","[24, 24]","[24, 24]"
9280,18,"[130, 130]","[24, 24]","[24, 24]"
9910,5,"[67, 67]","[17, 17]","[17, 17]"
4690,14,"[64, 64]","[24, 24]","[24, 24]"
2170,21,"[47, 47]","[24, 24]","[24, 24]"
7750,12,"[105, 105]","[24, 24]","[24, 24]"
910,35,"[31, 31]","[24, 24]","[24, 24]"
8920,27,"[130, 130]","[24, 24]","[24, 24]"
4330,41,"[86, 86]","[24, 24]","[24, 24]"
3250,48,"[67, 67]","[24, 24]","[24, 24]"
9280,24,"[142, 142]","[24, 24]","[24, 24]"
4420,35,"[78, 78]","[24, 24]","[24, 24]"
4330,5,"[40, 40]","[18, 18]","[18, 18]"
6850,50,"[127, 127]","[24, 24]","[24, 24]"
9460,7,"[104, 104]","[24, 24]","[24, 24]"
6850,44,"[124, 124]","[24, 24]","[24, 24]"
4690,28,"[90, 90]","[24, 24]","[24, 24]"
9280,30,"[130, 130]","[24, 24]","[24, 24]"
5680,1,"[5, 5]","[2, 2]","[2, 2]"
4150,43,"[81, 81]","[24, 24]","[24, 24]"
4420,21,"[77, 77]","[24, 24]","[24, 24]"
7840,5,"[79, 79]","[24, 24]","[24, 24]"
2620,5,"[24, 24]","[18, 18]","[16, 16]"
9370,7,"[95, 95]","[24, 24]","[24, 24]"
7210,10,"[87, 87]","[24, 24]","[24, 24]"
2530,37,"[50, 50]","[24, 24]","[24, 24]"
8650,46,"[140, 140]","[24, 24]","[24, 24]"
820,41,"[29, 29]","[24, 24]","[23, 23]"
1900,39,"[46, 46]","[24, 24]","[24, 24]"
3880,40,"[77, 77]","[24, 24]","[24, 24]"
6130,45,"[114, 114]","[24, 24]","[24, 24]"
1180,47,"[36, 36]","[24, 24]","[24, 24]"
2530,23,"[49, 49]","[24, 24]","[24, 24]"
4420,5,"[51, 51]","[24, 24]","[24, 24]"
6490,10,"[79, 79]","[24, 24]","[24, 24]"
4060,37,"[78, 78]","[24, 24]","[24, 24]"
6490,38,"[118, 118]","[24, 24]","[24, 24]"
10000,17,"[133, 133]","[24, 24]","[24, 24]"
5950,7,"[67, 67]","[24, 24]","[24, 24]"
6220,7,"[68, 68]","[24, 24]","[24, 24]"
1900,11,"[34, 34]","[24, 24]","[24, 24]"
4060,23,"[66, 66]","[24, 24]","[24, 24]"
7210,38,"[127, 127]","[24, 24]","[24, 24]"
4510,41,"[89, 89]","[24, 24]","[24, 24]"
1540,43,"[30, 30]","[24, 24]","[24, 24]"
2350,1,"[3, 3]","[1, 1]","[1, 1]"
1000,2,"[9, 9]","[5, 5]","[5, 5]"
7840,22,"[124, 124]","[24, 24]","[24, 24]"
5140,25,"[88, 88]","[24, 24]","[24, 24]"
8290,42,"[150, 150]","[24, 24]","[24, 24]"
5140,31,"[91, 91]","[24, 24]","[24, 24]"
7840,36,"[127, 127]","[24, 24]","[24, 24]"
8110,3,"[39, 39]","[15, 15]","[15, 15]"
5320,27,"[89, 89]","[24, 24]","[24, 24]"
1720,41,"[46, 46]","[24, 24]","[24, 24]"
5140,19,"[80, 80]","[24, 24]","[24, 24]"
3160,47,"[72, 72]","[24, 24]","[24, 24]"
6040,3,"[15, 15]","[7, 7]","[7, 7]"
5320,33,"[91, 91]","[24, 24]","[24, 24]"
460,13,"[20, 20]","[25, 25]","[19, 19]"
8740,43,"[156, 156]","[24, 24]","[24, 24]"
7300,15,"[91, 91]","[24, 24]","[24, 24]"
2800,19,"[46, 46]","[24, 24]","[24, 24]"
5590,24,"[87, 87]","[24, 24]","[24, 24]"
460,4,"[10, 10]","[19, 19]","[16, 16]"
1090,42,"[29, 29]","[24, 24]","[21, 21]"
6670,3,"[31, 31]","[13, 13]","[13, 13]"
5860,38,"[114, 114]","[24, 24]","[24, 24]"
1360,3,"[12, 12]","[8, 8]","[6, 6]"
1810,28,"[41, 41]","[24, 24]","[24, 24]"
5590,30,"[82, 82]","[24, 24]","[24, 24]"
9460,16,"[123, 123]","[24, 24]","[24, 24]"
6580,15,"[92, 92]","[24, 24]","[24, 24]"
7300,29,"[116, 116]","[24, 24]","[24, 24]"
2800,25,"[52, 52]","[24, 24]","[24, 24]"
10,36,"[4, 4]","[13, 13]","[4, 4]"
1630,2,"[9, 9]","[9, 9]","[8, 8]"
9010,48,"[159, 159]","[24, 24]","[24, 24]"
5860,10,"[77, 77]","[24, 24]","[24, 24]"
5590,18,"[86, 86]","[24, 24]","[24, 24]"
910,6,"[13, 13]","[25, 25]","[24, 24]"
1810,14,"[24, 24]","[24, 24]","[24, 24]"
6580,29,"[114, 114]","[24, 24]","[24, 24]"
10,22,"[5, 5]","[14, 14]","[6, 6]"
2800,31,"[48, 48]","[24, 24]","[23, 23]"
8290,7,"[79, 79]","[24, 24]","[24, 24]"
3250,4,"[22, 22]","[14, 14]","[14, 14]"
1450,46,"[36, 36]","[24, 24]","[24, 24]"
3790,9,"[53, 53]","[24, 24]","[24, 24]"
5050,20,"[82, 82]","[24, 24]","[24, 24]"
100,48,"[9, 9]","[24, 24]","[15, 15]"
5050,34,"[93, 93]","[24, 24]","[24, 24]"
8380,47,"[156, 156]","[24, 24]","[24, 24]"
7570,18,"[116, 116]","[24, 24]","[24, 24]"
6040,11,"[79, 79]","[24, 24]","[24, 24]"
2620,49,"[48, 48]","[24, 24]","[24, 24]"
9010,6,"[89, 89]","[24, 24]","[24, 24]"
8830,5,"[87, 87]","[24, 24]","[24, 24]"
4600,17,"[73, 73]","[24, 24]","[24, 24]"
6040,39,"[119, 119]","[24, 24]","[24, 24]"
5230,22,"[72, 72]","[24, 24]","[24, 24]"
9820,44,"[188, 188]","[24, 24]","[24, 24]"
1450,6,"[17, 17]","[24, 24]","[23, 23]"
3070,42,"[67, 67]","[24, 24]","[24, 24]"
1630,44,"[42, 42]","[24, 24]","[23, 23]"
7570,30,"[129, 129]","[24, 24]","[24, 24]"
3700,5,"[26, 26]","[15, 15]","[15, 15]"
1630,50,"[33, 33]","[24, 24]","[24, 24]"
6220,13,"[83, 83]","[24, 24]","[24, 24]"
7570,24,"[116, 116]","[24, 24]","[24, 24]"
2350,17,"[34, 34]","[24, 24]","[24, 24]"
5230,36,"[85, 85]","[24, 24]","[24, 24]"
9820,50,"[171, 171]","[24, 24]","[24, 24]"
7570,32,"[124, 124]","[24, 24]","[24, 24]"
1630,46,"[43, 43]","[24, 24]","[23, 23]"
3070,40,"[65, 65]","[24, 24]","[24, 24]"
1450,4,"[15, 15]","[15, 15]","[14, 14]"
9820,46,"[171, 171]","[24, 24]","[24, 24]"
5230,20,"[84, 84]","[24, 24]","[24, 24]"
5230,34,"[92, 92]","[24, 24]","[24, 24]"
2350,15,"[43, 43]","[24, 24]","[24, 24]"
7480,9,"[94, 94]","[24, 24]","[24, 24]"
4600,29,"[84, 84]","[24, 24]","[24, 24]"
7570,26,"[115, 115]","[24, 24]","[24, 24]"
6220,11,"[79, 79]","[24, 24]","[24, 24]"
3700,7,"[38, 38]","[24, 24]","[24, 24]"
2440,49,"[58, 58]","[24, 24]","[24, 24]"
6220,39,"[96, 96]","[24, 24]","[24, 24]"
5050,22,"[76, 76]","[24, 24]","[24, 24]"
1450,44,"[39, 39]","[24, 24]","[24, 24]"
3250,6,"[42, 42]","[24, 24]","[24, 24]"
4600,15,"[59, 59]","[24, 24]","[24, 24]"
8830,7,"[93, 93]","[24, 24]","[24, 24]"
9010,4,"[30, 30]","[9, 9]","[9, 9]"
6040,13,"[81, 81]","[24, 24]","[24, 24]"
1450,50,"[40, 40]","[24, 24]","[23, 23]"
2350,29,"[41, 41]","[24, 24]","[24, 24]"
8380,45,"[152, 152]","[24, 24]","[24, 24]"
5050,36,"[87, 87]","[24, 24]","[24, 24]"
910,4,"[11, 11]","[14, 14]","[11, 11]"
5860,12,"[70, 70]","[24, 24]","[24, 24]"
7930,48,"[131, 131]","[24, 24]","[24, 24]"
10,34,"[7, 7]","[15, 15]","[6, 6]"
2800,27,"[57, 57]","[24, 24]","[24, 24]"
8290,5,"[81, 81]","[24, 24]","[24, 24]"
2800,33,"[46, 46]","[24, 24]","[24, 24]"
10,20,"[4, 4]","[13, 13]","[4, 4]"
9460,28,"[152, 152]","[24, 24]","[24, 24]"
1810,16,"[35, 35]","[24, 24]","[23, 23]"
460,6,"[17, 17]","[23, 23]","[20, 20]"
8200,9,"[100, 100]","[24, 24]","[24, 24]"
5590,26,"[95, 95]","[24, 24]","[24, 24]"
7300,17,"[101, 101]","[24, 24]","[24, 24]"
8740,41,"[163, 163]","[24, 24]","[24, 24]"
9370,48,"[164, 164]","[24, 24]","[24, 24]"
6580,17,"[95, 95]","[24, 24]","[24, 24]"
9460,14,"[111, 111]","[24, 24]","[24, 24]"
5590,32,"[90, 90]","[24, 24]","[24, 24]"
1360,1,"[5, 5]","[4, 4]","[4, 4]"
1090,40,"[22, 22]","[24, 24]","[23, 23]"
6670,1,"[8, 8]","[3, 3]","[3, 3]"
3160,45,"[69, 69]","[24, 24]","[24, 24]"
1720,43,"[47, 47]","[24, 24]","[23, 23]"
5320,25,"[82, 82]","[24, 24]","[24, 24]"
7030,8,"[90, 90]","[24, 24]","[24, 24]"
5320,31,"[89, 89]","[24, 24]","[24, 24]"
460,11,"[8, 8]","[24, 24]","[15, 15]"
6040,1,"[4, 4]","[2, 2]","[2, 2]"
5140,27,"[91, 91]","[24, 24]","[24, 24]"
7840,20,"[119, 119]","[24, 24]","[24, 24]"
2350,3,"[13, 13]","[9, 9]","[9, 9]"
1540,41,"[40, 40]","[24, 24]","[24, 24]"
460,39,"[20, 20]","[24, 24]","[18, 18]"
5320,19,"[84, 84]","[24, 24]","[24, 24]"
8110,1,"[4, 4]","[4, 4]","[4, 4]"
7840,34,"[132, 132]","[24, 24]","[24, 24]"
8020,49,"[146, 146]","[24, 24]","[24, 24]"
5140,33,"[84, 84]","[24, 24]","[24, 24]"
8290,40,"[146, 146]","[24, 24]","[24, 24]"
5950,5,"[41, 41]","[16, 16]","[16, 16]"
10000,15,"[130, 130]","[24, 24]","[24, 24]"
3610,48,"[69, 69]","[24, 24]","[24, 24]"
2980,8,"[43, 43]","[24, 24]","[24, 24]"
4060,35,"[79, 79]","[24, 24]","[24, 24]"
4510,43,"[93, 93]","[24, 24]","[24, 24]"
4060,21,"[58, 58]","[24, 24]","[24, 24]"
1900,13,"[37, 37]","[24, 24]","[23, 23]"
6220,5,"[68, 68]","[24, 24]","[24, 24]"
820,43,"[18, 18]","[24, 24]","[23, 23]"
10000,29,"[149, 149]","[24, 24]","[24, 24]"
8650,44,"[167, 167]","[24, 24]","[24, 24]"
2530,35,"[54, 54]","[24, 24]","[24, 24]"
7210,12,"[94, 94]","[24, 24]","[24, 24]"
9370,5,"[75, 75]","[20, 20]","[20, 20]"
6490,12,"[88, 88]","[24, 24]","[24, 24]"
8650,50,"[153, 153]","[24, 24]","[24, 24]"
4420,7,"[53, 53]","[24, 24]","[24, 24]"
2530,21,"[46, 46]","[24, 24]","[24, 24]"
1180,45,"[24, 24]","[24, 24]","[22, 22]"
6130,47,"[109, 109]","[24, 24]","[24, 24]"
3880,42,"[77, 77]","[24, 24]","[24, 24]"
4330,7,"[55, 55]","[24, 24]","[24, 24]"
4420,37,"[81, 81]","[24, 24]","[24, 24]"
9280,26,"[140, 140]","[24, 24]","[24, 24]"
10,9,"[1, 1]","[20, 20]","[7, 7]"
7750,38,"[137, 137]","[24, 24]","[24, 24]"
2620,7,"[39, 39]","[24, 24]","[24, 24]"
8920,19,"[121, 121]","[24, 24]","[24, 24]"
7840,7,"[76, 76]","[24, 24]","[24, 24]"
4420,23,"[71, 71]","[24, 24]","[24, 24]"
4150,41,"[77, 77]","[24, 24]","[24, 24]"
9280,32,"[154, 154]","[24, 24]","[24, 24]"
5680,3,"[25, 25]","[12, 12]","[12, 12]"
6850,46,"[135, 135]","[24, 24]","[24, 24]"
9460,5,"[82, 82]","[24, 24]","[24, 24]"
2170,37,"[48, 48]","[24, 24]","[24, 24]"
190,49,"[12, 12]","[22, 22]","[14, 14]"
8920,31,"[144, 144]","[24, 24]","[24, 24]"
910,23,"[17, 17]","[24, 24]","[21, 21]"
4330,43,"[74, 74]","[24, 24]","[24, 24]"
8920,25,"[129, 129]","[24, 24]","[24, 24]"
910,37,"[26, 26]","[24, 24]","[23, 23]"
7750,10,"[89, 89]","[24, 24]","[24, 24]"
2170,23,"[35, 35]","[24, 24]","[24, 24]"
4690,16,"[70, 70]","[24, 24]","[24, 24]"
9910,7,"[101, 101]","[24, 24]","[24, 24]"
7120,21,"[103, 103]","[24, 24]","[24, 24]"
6670,16,"[98, 98]","[24, 24]","[24, 24]"
2890,24,"[59, 59]","[24, 24]","[24, 24]"
7390,28,"[119, 119]","[24, 24]","[24, 24]"
1360,41,"[37, 37]","[24, 24]","[24, 24]"
5500,19,"[83, 83]","[24, 24]","[24, 24]"
3520,47,"[72, 72]","[24, 24]","[24, 24]"
4150,3,"[23, 23]","[12, 12]","[12, 12]"
9640,36,"[167, 167]","[24, 24]","[24, 24]"
9640,22,"[143, 143]","[24, 24]","[24, 24]"
8110,15,"[107, 107]","[24, 24]","[24, 24]"
2440,3,"[16, 16]","[13, 13]","[13, 13]"
2890,30,"[48, 48]","[24, 24]","[24, 24]"
7120,35,"[112, 112]","[24, 24]","[24, 24]"
2890,18,"[52, 52]","[24, 24]","[24, 24]"
7390,14,"[97, 97]","[24, 24]","[24, 24]"
7480,48,"[137, 137]","[24, 24]","[24, 24]"
5500,25,"[92, 92]","[24, 24]","[24, 24]"
7750,1,"[6, 6]","[2, 2]","[2, 2]"
5500,31,"[95, 95]","[24, 24]","[24, 24]"
1000,43,"[21, 21]","[24, 24]","[24, 24]"
8110,29,"[133, 133]","[24, 24]","[24, 24]"
5230,2,"[13, 13]","[6, 6]","[6, 6]"
370,6,"[11, 11]","[25, 25]","[16, 16]"
9550,48,"[163, 163]","[24, 24]","[24, 24]"
3970,38,"[102, 102]","[24, 24]","[24, 24]"
6940,43,"[125, 125]","[24, 24]","[24, 24]"
4780,6,"[59, 59]","[24, 24]","[24, 24]"
6940,2,"[20, 20]","[9, 9]","[9, 9]"
640,33,"[29, 29]","[24, 24]","[22, 22]"
3970,10,"[58, 58]","[24, 24]","[24, 24]"
8830,34,"[145, 145]","[24, 24]","[24, 24]"
1900,3,"[10, 10]","[9, 9]","[8, 8]"
8200,43,"[150, 150]","[24, 24]","[24, 24]"
8830,20,"[131, 131]","[24, 24]","[24, 24]"
4780,13,"[68, 68]","[24, 24]","[24, 24]"
640,27,"[14, 14]","[25, 25]","[21, 21]"
6400,39,"[114, 114]","[24, 24]","[24, 24]"
2980,21,"[45, 45]","[24, 24]","[24, 24]"
9910,26,"[154, 154]","[24, 24]","[24, 24]"
6760,13,"[91, 91]","[24, 24]","[24, 24]"
7030,24,"[108, 108]","[24, 24]","[24, 24]"
5050,6,"[56, 56]","[24, 24]","[24, 24]"
5770,36,"[101, 101]","[24, 24]","[24, 24]"
3430,42,"[63, 63]","[24, 24]","[24, 24]"
4870,5,"[54, 54]","[24, 24]","[24, 24]"
1270,44,"[33, 33]","[24, 24]","[23, 23]"
1990,10,"[34, 34]","[24, 24]","[24, 24]"
7300,5,"[54, 54]","[17, 17]","[17, 17]"
1270,50,"[27, 27]","[24, 24]","[23, 23]"
5770,22,"[90, 90]","[24, 24]","[24, 24]"
4870,48,"[89, 89]","[24, 24]","[24, 24]"
7030,30,"[115, 115]","[24, 24]","[24, 24]"
9910,32,"[156, 156]","[24, 24]","[24, 24]"
2980,35,"[60, 60]","[24, 24]","[24, 24]"
2710,17,"[44, 44]","[24, 24]","[24, 24]"
